symbol,quote_date,expiration_date,days_to_expiration,contract_count,call_count,put_count,distinct_strikes,minimum_strike,maximum_strike,median_strike_gap,maximum_strike_gap,strike_gap_completeness_score,call_put_balance_score,completeness_score
JNJ,2026-07-20,2026-08-07,18,4,1,3,4,195.0,315.0,45.0,60.0,1.0,0.5,0.79
JNJ,2026-07-20,2026-08-14,25,2,0,2,2,210.0,255.0,45.0,45.0,1.0,0.0,0.47
JNJ,2026-07-20,2026-08-21,32,7,4,3,7,195.0,280.0,10.0,25.0,1.0,0.857143,0.971429
JNJ,2026-07-20,2026-08-28,39,2,1,1,2,195.0,320.0,125.0,125.0,1.0,1.0,0.67
JNJ,2026-07-20,2026-09-18,60,5,2,3,5,220.0,260.0,10.0,10.0,1.0,0.8,0.96
JPM,2026-07-20,2026-07-31,11,13,8,5,11,320.0,365.0,2.5,10.0,0.625,0.769231,0.860096
JPM,2026-07-20,2026-08-07,18,3,1,2,3,235.0,390.0,77.5,135.0,1.0,0.666667,0.713333
JPM,2026-07-20,2026-08-14,25,3,3,0,3,350.0,370.0,10.0,10.0,1.0,0.0,0.58
JPM,2026-07-20,2026-08-21,32,16,8,8,14,300.0,380.0,5.0,10.0,1.0,1.0,1.0
JPM,2026-07-20,2026-08-28,39,1,1,0,1,265.0,265.0,,,1.0,0.0,0.36
JPM,2026-07-20,2026-09-18,60,11,5,6,11,220.0,380.0,10.0,80.0,0.3125,0.909091,0.809943
KDP,2026-07-20,2026-08-21,32,2,2,0,2,31.0,33.0,2.0,2.0,1.0,0.0,0.47
KDP,2026-07-20,2026-09-18,60,2,2,0,2,32.0,37.0,5.0,5.0,1.0,0.0,0.47
KEY,2026-07-20,2026-08-21,32,9,4,5,6,21.0,26.0,1.0,1.0,1.0,0.888889,0.977778
KEY,2026-07-20,2026-09-18,60,2,1,1,2,8.0,35.0,27.0,27.0,1.0,1.0,0.67
KHC,2026-07-20,2026-07-31,11,3,2,1,3,22.5,26.5,2.0,2.5,1.0,0.666667,0.713333
KHC,2026-07-20,2026-08-21,32,3,2,1,3,25.0,30.0,2.5,2.5,1.0,0.666667,0.713333
KHC,2026-07-20,2026-09-18,60,2,2,0,2,25.0,30.0,5.0,5.0,1.0,0.0,0.47
KKR,2026-07-20,2026-08-07,18,1,0,1,1,104.0,104.0,,,1.0,0.0,0.36
KKR,2026-07-20,2026-08-21,32,2,1,1,2,80.0,95.0,15.0,15.0,1.0,1.0,0.67
KKR,2026-07-20,2026-08-28,39,1,0,1,1,102.0,102.0,,,1.0,0.0,0.36
KKR,2026-07-20,2026-09-18,60,4,1,3,4,90.0,110.0,5.0,10.0,1.0,0.5,0.79
KLAC,2026-07-20,2026-08-21,32,17,8,9,16,102.0,400.0,10.0,100.0,0.25,0.941176,0.800735
KLAC,2026-07-20,2026-09-18,60,19,4,15,19,70.0,430.0,5.5,160.0,0.085938,0.421053,0.655695
KMB,2026-07-20,2026-08-07,18,2,1,1,1,109.0,109.0,,,1.0,1.0,0.56
KMB,2026-07-20,2026-08-21,32,2,2,0,2,110.0,115.0,5.0,5.0,1.0,0.0,0.47
KMB,2026-07-20,2026-09-18,60,2,1,1,2,85.0,110.0,25.0,25.0,1.0,1.0,0.67
KMI,2026-07-20,2026-07-31,11,2,0,2,2,30.0,34.0,4.0,4.0,1.0,0.0,0.47
KMI,2026-07-20,2026-08-07,18,1,0,1,1,34.0,34.0,,,1.0,0.0,0.36
KMI,2026-07-20,2026-08-14,25,2,1,1,2,31.0,35.0,4.0,4.0,1.0,1.0,0.67
KMI,2026-07-20,2026-08-21,32,3,3,0,3,33.0,35.0,1.0,1.0,1.0,0.0,0.58
KMI,2026-07-20,2026-09-18,60,10,8,2,8,27.0,36.0,1.0,2.0,1.0,0.4,0.88
KO,2026-07-20,2026-07-31,11,9,7,2,7,81.0,87.0,1.0,1.0,1.0,0.444444,0.888889
KO,2026-07-20,2026-08-07,18,3,3,0,3,82.0,85.0,1.5,2.0,1.0,0.0,0.58
KO,2026-07-20,2026-08-14,25,2,0,2,2,75.0,81.0,6.0,6.0,1.0,0.0,0.47
KO,2026-07-20,2026-08-21,32,9,6,3,8,75.0,100.0,2.5,10.0,0.625,0.666667,0.839583
KO,2026-07-20,2026-09-18,60,7,4,3,6,70.0,90.0,5.0,5.0,1.0,0.857143,0.971429
KR,2026-07-20,2026-07-31,11,1,0,1,1,59.0,59.0,,,1.0,0.0,0.36
KR,2026-07-20,2026-08-07,18,1,1,0,1,60.0,60.0,,,1.0,0.0,0.36
KR,2026-07-20,2026-08-21,32,5,3,2,4,52.5,67.5,5.0,7.5,1.0,0.8,0.85
KR,2026-07-20,2026-09-18,60,2,2,0,2,57.5,62.5,5.0,5.0,1.0,0.0,0.47
KRE,2026-07-20,2026-07-31,11,8,1,7,8,69.0,77.5,1.0,3.5,0.714286,0.25,0.778571
KRE,2026-07-20,2026-08-21,32,12,4,8,11,56.0,81.0,2.0,10.0,0.5,0.666667,0.808333
KRE,2026-07-20,2026-08-28,39,1,0,1,1,78.0,78.0,,,1.0,0.0,0.36
KRE,2026-07-20,2026-09-18,60,11,3,8,11,40.0,95.0,1.0,29.0,0.086207,0.545455,0.680643
KVUE,2026-07-20,2026-07-31,11,2,0,2,2,15.5,17.5,2.0,2.0,1.0,0.0,0.47
KVUE,2026-07-20,2026-08-07,18,2,2,0,2,18.0,19.0,1.0,1.0,1.0,0.0,0.47
KVUE,2026-07-20,2026-08-14,25,1,0,1,1,15.5,15.5,,,1.0,0.0,0.36
KVUE,2026-07-20,2026-08-21,32,2,1,1,2,20.0,21.0,1.0,1.0,1.0,1.0,0.67
KVUE,2026-07-20,2026-09-18,60,1,1,0,1,25.0,25.0,,,1.0,0.0,0.36
KWEB,2026-07-20,2026-07-31,11,5,4,1,5,25.5,29.0,0.75,1.5,1.0,0.4,0.88
KWEB,2026-07-20,2026-08-07,18,8,6,2,7,22.0,30.0,1.0,2.5,1.0,0.5,0.9
KWEB,2026-07-20,2026-08-14,25,1,0,1,1,21.5,21.5,,,1.0,0.0,0.36
KWEB,2026-07-20,2026-08-21,32,12,8,4,11,25.0,41.0,1.0,5.0,0.5,0.666667,0.808333
KWEB,2026-07-20,2026-09-18,60,20,12,8,18,18.0,53.0,1.0,7.0,0.357143,0.8,0.799286
LEN,2026-07-20,2026-08-21,32,4,3,1,3,90.0,165.0,37.5,70.0,1.0,0.5,0.68
LEN,2026-07-20,2026-09-18,60,1,0,1,1,90.0,90.0,,,1.0,0.0,0.36
LHX,2026-07-20,2026-09-18,60,1,1,0,1,280.0,280.0,,,1.0,0.0,0.36
LIN,2026-07-20,2026-09-18,60,1,0,1,1,475.0,475.0,,,1.0,0.0,0.36
LITE,2026-07-20,2026-07-31,11,6,3,3,6,472.5,850.0,65.0,135.0,1.0,1.0,1.0
LITE,2026-07-20,2026-09-18,60,3,2,1,3,760.0,1410.0,325.0,510.0,1.0,0.666667,0.713333
LLY,2026-07-20,2026-07-31,11,12,2,10,12,610.0,1300.0,10.0,400.0,0.0625,0.333333,0.632292
LLY,2026-07-20,2026-08-07,18,4,1,3,4,690.0,1200.0,30.0,470.0,0.159574,0.5,0.579894
LLY,2026-07-20,2026-08-14,25,6,2,4,6,710.0,1320.0,70.0,345.0,0.507246,0.666667,0.810145
LLY,2026-07-20,2026-08-21,32,2,2,0,2,1230.0,1300.0,70.0,70.0,1.0,0.0,0.47
LLY,2026-07-20,2026-09-18,60,5,0,5,5,400.0,800.0,35.0,310.0,0.282258,0.0,0.620565
LMT,2026-07-20,2026-07-31,11,7,6,1,7,365.0,760.0,15.0,315.0,0.119048,0.285714,0.636905
LMT,2026-07-20,2026-08-07,18,5,4,1,5,420.0,720.0,20.0,255.0,0.196078,0.4,0.67902
LMT,2026-07-20,2026-08-14,25,4,3,1,4,330.0,720.0,40.0,340.0,0.294118,0.5,0.613529
LMT,2026-07-20,2026-08-21,32,4,3,1,4,385.0,690.0,5.0,295.0,0.042373,0.5,0.550593
LMT,2026-07-20,2026-08-28,39,5,3,2,5,385.0,690.0,5.0,290.0,0.043103,0.8,0.720776
LOW,2026-07-20,2026-07-31,11,4,3,1,4,200.0,215.0,5.0,5.0,1.0,0.5,0.79
LOW,2026-07-20,2026-08-07,18,1,1,0,1,235.0,235.0,,,1.0,0.0,0.36
LOW,2026-07-20,2026-08-14,25,1,0,1,1,205.0,205.0,,,1.0,0.0,0.36
LOW,2026-07-20,2026-08-21,32,2,1,1,2,200.0,210.0,10.0,10.0,1.0,1.0,0.67
LOW,2026-07-20,2026-09-18,60,2,1,1,2,200.0,230.0,30.0,30.0,1.0,1.0,0.67
LQD,2026-07-20,2026-07-31,11,2,1,1,1,107.5,107.5,,,1.0,1.0,0.56
LQD,2026-07-20,2026-08-07,18,1,0,1,1,105.0,105.0,,,1.0,0.0,0.36
LQD,2026-07-20,2026-08-14,25,6,3,3,5,105.0,108.0,0.5,1.5,0.833333,1.0,0.958333
LQD,2026-07-20,2026-08-21,32,9,3,6,7,100.0,117.0,1.0,9.0,0.277778,0.666667,0.752778
LQD,2026-07-20,2026-09-18,60,12,4,8,9,60.0,114.0,2.0,39.0,0.128205,0.666667,0.715385
LRCX,2026-07-20,2026-07-31,11,12,5,7,12,205.0,425.0,20.0,50.0,1.0,0.833333,0.966667
LRCX,2026-07-20,2026-08-07,18,3,1,2,3,245.0,415.0,85.0,115.0,1.0,0.666667,0.713333
LRCX,2026-07-20,2026-08-14,25,2,1,1,2,200.0,415.0,215.0,215.0,1.0,1.0,0.67
LRCX,2026-07-20,2026-08-21,32,23,13,10,23,125.0,590.0,10.0,60.0,0.416667,0.869565,0.82808
LRCX,2026-07-20,2026-09-18,60,18,7,11,14,90.0,590.0,35.0,140.0,0.625,0.777778,0.861806
LULU,2026-07-20,2026-07-31,11,7,6,1,7,70.0,130.0,4.0,35.0,0.285714,0.285714,0.678571
LULU,2026-07-20,2026-08-14,25,1,1,0,1,118.0,118.0,,,1.0,0.0,0.36
LULU,2026-07-20,2026-08-21,32,6,3,3,6,75.0,140.0,10.0,30.0,0.833333,1.0,0.958333
LULU,2026-07-20,2026-08-28,39,1,0,1,1,100.0,100.0,,,1.0,0.0,0.36
LULU,2026-07-20,2026-09-18,60,4,2,2,4,115.0,200.0,20.0,60.0,0.833333,1.0,0.848333
LUV,2026-07-20,2026-07-31,11,2,0,2,2,45.0,47.0,2.0,2.0,1.0,0.0,0.47
LUV,2026-07-20,2026-08-14,25,1,0,1,1,44.0,44.0,,,1.0,0.0,0.36
LUV,2026-07-20,2026-08-21,32,3,1,2,3,47.5,52.5,2.5,2.5,1.0,0.666667,0.713333
LUV,2026-07-20,2026-09-18,60,10,6,4,9,35.0,57.5,2.5,5.0,1.0,0.8,0.96
LVS,2026-07-20,2026-09-18,60,4,0,4,4,42.5,52.5,2.5,5.0,1.0,0.0,0.69
LYB,2026-07-20,2026-08-21,32,4,3,1,4,60.0,70.0,2.5,5.0,1.0,0.5,0.79
LYB,2026-07-20,2026-09-18,60,1,0,1,1,75.0,75.0,,,1.0,0.0,0.36
LYV,2026-07-20,2026-07-31,11,1,0,1,1,177.5,177.5,,,1.0,0.0,0.36
LYV,2026-07-20,2026-08-21,32,2,2,0,2,175.0,180.0,5.0,5.0,1.0,0.0,0.47
LYV,2026-07-20,2026-09-18,60,1,0,1,1,105.0,105.0,,,1.0,0.0,0.36
MA,2026-07-20,2026-08-21,32,1,1,0,1,585.0,585.0,,,1.0,0.0,0.36
MA,2026-07-20,2026-09-18,60,1,0,1,1,500.0,500.0,,,1.0,0.0,0.36
MAA,2026-07-20,2026-09-18,60,2,1,1,2,135.0,145.0,10.0,10.0,1.0,1.0,0.67
MAR,2026-07-20,2026-09-18,60,1,1,0,1,380.0,380.0,,,1.0,0.0,0.36
MAS,2026-07-20,2026-08-21,32,1,0,1,1,75.0,75.0,,,1.0,0.0,0.36
MAS,2026-07-20,2026-09-18,60,1,0,1,1,80.0,80.0,,,1.0,0.0,0.36
MCD,2026-07-20,2026-07-31,11,9,6,3,8,250.0,295.0,5.0,15.0,0.833333,0.666667,0.891667
MCD,2026-07-20,2026-08-07,18,4,3,1,4,250.0,300.0,10.0,35.0,0.714286,0.5,0.718571
MCD,2026-07-20,2026-08-21,32,9,8,1,9,250.0,385.0,7.5,65.0,0.288462,0.222222,0.66656
MCD,2026-07-20,2026-09-18,60,3,3,0,3,270.0,300.0,15.0,20.0,1.0,0.0,0.58
MCHP,2026-07-20,2026-07-31,11,2,1,1,2,74.0,80.0,6.0,6.0,1.0,1.0,0.67
MCHP,2026-07-20,2026-08-07,18,1,1,0,1,125.0,125.0,,,1.0,0.0,0.36
MCHP,2026-07-20,2026-08-14,25,2,2,0,2,125.0,130.0,5.0,5.0,1.0,0.0,0.47
MCHP,2026-07-20,2026-08-21,32,6,3,3,6,65.0,115.0,7.5,20.0,0.9375,1.0,0.984375
MCHP,2026-07-20,2026-09-18,60,6,3,3,5,52.5,95.0,10.0,15.0,1.0,1.0,1.0
MCK,2026-07-20,2026-08-21,32,1,1,0,1,1080.0,1080.0,,,1.0,0.0,0.36
MCO,2026-07-20,2026-08-21,32,1,1,0,1,530.0,530.0,,,1.0,0.0,0.36
MDLZ,2026-07-20,2026-08-21,32,2,2,0,2,65.0,67.5,2.5,2.5,1.0,0.0,0.47
MDLZ,2026-07-20,2026-09-18,60,1,1,0,1,67.5,67.5,,,1.0,0.0,0.36
MDT,2026-07-20,2026-07-31,11,3,0,3,3,65.0,85.0,10.0,15.0,1.0,0.0,0.58
MDT,2026-07-20,2026-08-07,18,2,0,2,2,67.0,70.0,3.0,3.0,1.0,0.0,0.47
MDT,2026-07-20,2026-08-14,25,2,0,2,2,65.0,67.0,2.0,2.0,1.0,0.0,0.47
MDT,2026-07-20,2026-08-21,32,7,4,3,7,60.0,90.0,3.75,12.5,0.75,0.857143,0.908929
MDT,2026-07-20,2026-09-18,60,7,6,1,7,80.0,95.0,2.5,2.5,1.0,0.285714,0.857143
MET,2026-07-20,2026-08-21,32,2,2,0,2,90.0,100.0,10.0,10.0,1.0,0.0,0.47
MET,2026-07-20,2026-09-18,60,3,2,1,3,72.5,100.0,13.75,25.0,1.0,0.666667,0.713333
META,2026-07-20,2026-07-27,7,16,9,7,14,580.0,720.0,10.0,30.0,0.833333,0.875,0.933333
META,2026-07-20,2026-07-31,11,32,19,13,30,500.0,1130.0,10.0,320.0,0.078125,0.8125,0.732031
META,2026-07-20,2026-08-07,18,6,6,0,6,640.0,725.0,15.0,25.0,1.0,0.0,0.8
META,2026-07-20,2026-08-14,25,2,0,2,2,300.0,630.0,330.0,330.0,1.0,0.0,0.47
META,2026-07-20,2026-08-21,32,33,21,12,31,290.0,1480.0,10.0,420.0,0.059524,0.727273,0.710335
META,2026-07-20,2026-08-28,39,2,2,0,2,800.0,1060.0,260.0,260.0,1.0,0.0,0.47
META,2026-07-20,2026-09-18,60,29,9,20,27,55.0,1480.0,15.0,390.0,0.096154,0.62069,0.698176
MGM,2026-07-20,2026-08-21,32,1,1,0,1,50.0,50.0,,,1.0,0.0,0.36
MGM,2026-07-20,2026-09-18,60,4,2,2,4,20.0,50.0,11.0,14.0,1.0,1.0,0.89
MKC,2026-07-20,2026-08-21,32,3,2,1,3,50.0,60.0,5.0,5.0,1.0,0.666667,0.713333
MKC,2026-07-20,2026-09-18,60,1,0,1,1,50.0,50.0,,,1.0,0.0,0.36
MMM,2026-07-20,2026-07-31,11,1,1,0,1,167.5,167.5,,,1.0,0.0,0.36
MMM,2026-07-20,2026-08-21,32,7,4,3,6,145.0,240.0,5.0,65.0,0.192308,0.857143,0.769505
MMM,2026-07-20,2026-08-28,39,1,1,0,1,230.0,230.0,,,1.0,0.0,0.36
MMM,2026-07-20,2026-09-18,60,3,1,2,2,150.0,160.0,10.0,10.0,1.0,0.666667,0.603333
MNST,2026-07-20,2026-08-21,32,3,1,2,2,85.0,95.0,10.0,10.0,1.0,0.666667,0.603333
MNST,2026-07-20,2026-09-18,60,3,3,0,3,65.0,110.0,22.5,30.0,1.0,0.0,0.58
MO,2026-07-20,2026-07-31,11,3,1,2,3,70.0,74.0,2.0,2.0,1.0,0.666667,0.713333
MO,2026-07-20,2026-08-21,32,5,2,3,4,67.5,80.0,5.0,5.0,1.0,0.8,0.85
MO,2026-07-20,2026-09-18,60,6,5,1,5,70.0,82.5,2.5,5.0,1.0,0.333333,0.866667
MOS,2026-07-20,2026-07-31,11,2,1,1,2,21.0,24.0,3.0,3.0,1.0,1.0,0.67
MOS,2026-07-20,2026-08-07,18,3,1,2,3,20.0,24.0,2.0,3.0,1.0,0.666667,0.713333
MOS,2026-07-20,2026-08-21,32,6,4,2,6,19.0,27.0,1.0,3.0,0.833333,0.666667,0.891667
MOS,2026-07-20,2026-08-28,39,1,0,1,1,24.0,24.0,,,1.0,0.0,0.36
MOS,2026-07-20,2026-09-18,60,3,2,1,3,22.5,45.0,11.25,20.0,1.0,0.666667,0.713333
MPC,2026-07-20,2026-08-21,32,1,1,0,1,320.0,320.0,,,1.0,0.0,0.36
MPC,2026-07-20,2026-09-18,60,2,2,0,2,230.0,330.0,100.0,100.0,1.0,0.0,0.47
MRK,2026-07-20,2026-07-31,11,2,2,0,2,128.0,130.0,2.0,2.0,1.0,0.0,0.47
MRK,2026-07-20,2026-08-07,18,1,1,0,1,125.0,125.0,,,1.0,0.0,0.36
MRK,2026-07-20,2026-08-21,32,4,3,1,4,115.0,140.0,5.0,15.0,0.833333,0.5,0.748333
MRK,2026-07-20,2026-09-18,60,7,5,2,6,65.0,145.0,5.0,60.0,0.208333,0.571429,0.716369
MRNA,2026-07-20,2026-07-31,11,1,1,0,1,110.0,110.0,,,1.0,0.0,0.36
MRNA,2026-07-20,2026-08-07,18,1,1,0,1,90.0,90.0,,,1.0,0.0,0.36
MRNA,2026-07-20,2026-08-14,25,2,1,1,2,70.0,74.0,4.0,4.0,1.0,1.0,0.67
MRNA,2026-07-20,2026-08-21,32,8,2,6,8,30.0,75.0,5.0,10.0,1.0,0.5,0.9
MRNA,2026-07-20,2026-09-18,60,5,1,4,4,20.0,65.0,15.0,28.0,1.0,0.4,0.77
MRSH,2026-07-20,2026-08-21,32,2,2,0,2,180.0,200.0,20.0,20.0,1.0,0.0,0.47
MRVL,2026-07-20,2026-07-31,11,33,18,15,28,105.0,300.0,5.0,17.0,0.735294,0.909091,0.915642
MRVL,2026-07-20,2026-08-07,18,9,7,2,9,150.0,280.0,12.5,40.0,0.78125,0.444444,0.834201
MRVL,2026-07-20,2026-08-14,25,7,6,1,7,190.0,280.0,15.0,20.0,1.0,0.285714,0.857143
MRVL,2026-07-20,2026-08-21,32,44,24,20,38,90.0,480.0,10.0,80.0,0.3125,0.909091,0.809943
MRVL,2026-07-20,2026-08-28,39,4,3,1,3,185.0,300.0,57.5,80.0,1.0,0.5,0.68
MRVL,2026-07-20,2026-09-18,60,26,17,9,22,65.0,430.0,10.0,60.0,0.416667,0.692308,0.792628
MS,2026-07-20,2026-07-31,11,4,3,1,3,215.0,230.0,7.5,10.0,1.0,0.5,0.68
MS,2026-07-20,2026-08-14,25,1,1,0,1,250.0,250.0,,,1.0,0.0,0.36
MS,2026-07-20,2026-08-21,32,6,3,3,5,200.0,240.0,10.0,10.0,1.0,1.0,1.0
MS,2026-07-20,2026-08-28,39,2,1,1,2,240.0,270.0,30.0,30.0,1.0,1.0,0.67
MS,2026-07-20,2026-09-18,60,7,3,4,5,90.0,220.0,12.5,95.0,0.328947,0.857143,0.803665
MSCI,2026-07-20,2026-08-21,32,2,1,1,2,500.0,670.0,170.0,170.0,1.0,1.0,0.67
MSFT,2026-07-20,2026-07-27,7,19,15,4,18,375.0,460.0,5.0,10.0,1.0,0.421053,0.884211
MSFT,2026-07-20,2026-07-31,11,42,28,14,35,300.0,550.0,5.0,40.0,0.3125,0.666667,0.761458
MSFT,2026-07-20,2026-08-07,18,18,13,5,16,350.0,475.0,5.0,15.0,0.833333,0.555556,0.869444
MSFT,2026-07-20,2026-08-14,25,17,11,6,14,360.0,500.0,5.0,50.0,0.25,0.705882,0.753676
MSFT,2026-07-20,2026-08-21,32,52,26,26,47,240.0,550.0,5.0,40.0,0.3125,1.0,0.828125
MSFT,2026-07-20,2026-08-28,39,4,3,1,4,340.0,435.0,30.0,60.0,1.0,0.5,0.79
MSFT,2026-07-20,2026-09-18,60,28,17,11,24,315.0,500.0,10.0,15.0,1.0,0.785714,0.957143
MSI,2026-07-20,2026-08-21,32,3,2,1,3,400.0,440.0,20.0,20.0,1.0,0.666667,0.713333
MSTR,2026-07-20,2026-07-31,11,45,26,19,43,30.0,160.0,2.0,10.0,0.5,0.844444,0.843889
MSTR,2026-07-20,2026-08-07,18,15,7,8,14,45.0,130.0,5.0,15.0,0.833333,0.933333,0.945
MSTR,2026-07-20,2026-08-14,25,14,4,10,14,45.0,150.0,5.0,20.0,0.625,0.571429,0.820536
MSTR,2026-07-20,2026-08-21,32,38,23,15,36,20.0,540.0,5.0,120.0,0.104167,0.789474,0.733936
MSTR,2026-07-20,2026-08-28,39,7,4,3,7,30.0,150.0,7.5,75.0,0.25,0.857143,0.783929
MSTR,2026-07-20,2026-09-18,60,32,22,10,30,20.0,850.0,10.0,220.0,0.113636,0.625,0.703409
MTB,2026-07-20,2026-08-21,32,1,1,0,1,260.0,260.0,,,1.0,0.0,0.36
MTUM,2026-07-20,2026-07-31,11,4,2,2,4,285.0,340.0,15.0,30.0,1.0,1.0,0.89
MTUM,2026-07-20,2026-08-21,32,3,2,1,3,260.0,375.0,57.5,95.0,1.0,0.666667,0.713333
MTUM,2026-07-20,2026-08-28,39,1,0,1,1,322.5,322.5,,,1.0,0.0,0.36
MU,2026-07-20,2026-07-27,7,12,5,7,12,700.0,1150.0,45.0,100.0,1.0,0.833333,0.966667
MU,2026-07-20,2026-07-29,9,12,7,5,12,700.0,1290.0,20.0,290.0,0.172414,0.833333,0.75977
MU,2026-07-20,2026-07-31,11,112,42,70,106,45.0,2280.0,5.0,500.0,0.025,0.75,0.70625
MU,2026-07-20,2026-08-07,18,36,10,26,35,45.0,1300.0,27.5,135.0,0.509259,0.555556,0.788426
MU,2026-07-20,2026-08-14,25,22,6,16,22,170.0,1920.0,30.0,390.0,0.192308,0.545455,0.707168
MU,2026-07-20,2026-08-21,32,89,33,56,83,80.0,2000.0,10.0,150.0,0.166667,0.741573,0.739981
MU,2026-07-20,2026-08-28,39,7,5,2,7,650.0,1200.0,100.0,150.0,1.0,0.571429,0.914286
MU,2026-07-20,2026-09-18,60,40,20,20,37,30.0,2500.0,35.0,730.0,0.119863,1.0,0.779966
NBIS,2026-07-20,2026-07-31,11,44,24,20,37,110.0,305.0,5.0,10.0,1.0,0.909091,0.981818
NBIS,2026-07-20,2026-08-07,18,10,4,6,10,90.0,330.0,20.0,70.0,0.714286,0.8,0.888571
NBIS,2026-07-20,2026-08-14,25,5,2,3,5,90.0,210.0,30.0,50.0,1.0,0.8,0.96
NBIS,2026-07-20,2026-08-21,32,32,11,21,29,40.0,350.0,10.0,50.0,0.5,0.6875,0.8125
NBIS,2026-07-20,2026-08-28,39,1,0,1,1,200.0,200.0,,,1.0,0.0,0.36
NBIS,2026-07-20,2026-09-18,60,16,7,9,15,23.0,400.0,17.5,80.0,0.546875,0.875,0.861719
NCLH,2026-07-20,2026-07-31,11,4,2,2,4,18.0,20.5,0.5,1.5,0.833333,1.0,0.848333
NCLH,2026-07-20,2026-08-07,18,2,2,0,2,20.0,21.0,1.0,1.0,1.0,0.0,0.47
NCLH,2026-07-20,2026-08-21,32,6,3,3,5,16.0,22.0,1.0,3.0,0.833333,1.0,0.958333
NCLH,2026-07-20,2026-09-18,60,5,3,2,5,13.0,29.0,4.0,7.0,1.0,0.8,0.96
NDAQ,2026-07-20,2026-08-14,25,1,1,0,1,94.0,94.0,,,1.0,0.0,0.36
NDAQ,2026-07-20,2026-09-18,60,2,1,1,2,90.0,95.0,5.0,5.0,1.0,1.0,0.67
NEE,2026-07-20,2026-07-31,11,1,0,1,1,55.0,55.0,,,1.0,0.0,0.36
NEE,2026-07-20,2026-08-07,18,2,0,2,2,55.0,78.0,23.0,23.0,1.0,0.0,0.47
NEE,2026-07-20,2026-08-21,32,4,3,1,3,87.5,95.0,3.75,5.0,1.0,0.5,0.68
NEE,2026-07-20,2026-08-28,39,1,0,1,1,93.0,93.0,,,1.0,0.0,0.36
NEE,2026-07-20,2026-09-18,60,9,7,2,9,70.0,100.0,2.5,12.5,0.5,0.444444,0.763889
NEM,2026-07-20,2026-07-31,11,4,3,1,4,98.0,130.0,5.0,26.0,0.480769,0.5,0.660192
NEM,2026-07-20,2026-08-21,32,8,5,3,6,90.0,115.0,5.0,5.0,1.0,0.75,0.95
NEM,2026-07-20,2026-09-18,60,6,2,4,6,50.0,95.0,2.5,30.0,0.208333,0.666667,0.735417
NFLX,2026-07-20,2026-07-31,11,43,26,17,31,60.0,120.0,1.0,15.0,0.166667,0.790698,0.749806
NFLX,2026-07-20,2026-08-07,18,28,19,9,24,60.0,115.0,1.0,10.0,0.25,0.642857,0.741071
NFLX,2026-07-20,2026-08-14,25,19,13,6,17,50.0,105.0,1.0,27.0,0.092593,0.631579,0.699464
NFLX,2026-07-20,2026-08-21,32,60,41,19,50,50.0,150.0,1.0,16.0,0.15625,0.633333,0.715729
NFLX,2026-07-20,2026-08-28,39,17,11,6,16,50.0,90.0,2.0,10.0,0.5,0.705882,0.816176
NFLX,2026-07-20,2026-09-18,60,54,31,23,43,0.5,257.0,1.0,85.0,0.029412,0.851852,0.727723
NI,2026-07-20,2026-08-21,32,1,1,0,1,50.0,50.0,,,1.0,0.0,0.36
NKE,2026-07-20,2026-07-31,11,16,12,4,15,40.0,50.0,0.5,2.0,0.625,0.5,0.80625
NKE,2026-07-20,2026-08-07,18,3,2,1,3,39.0,50.0,5.5,6.0,1.0,0.666667,0.713333
NKE,2026-07-20,2026-08-14,25,1,1,0,1,50.0,50.0,,,1.0,0.0,0.36
NKE,2026-07-20,2026-08-21,32,8,6,2,6,40.0,52.5,2.5,2.5,1.0,0.5,0.9
NKE,2026-07-20,2026-09-18,60,14,6,8,10,35.0,72.5,2.5,17.5,0.357143,0.857143,0.810714
NOC,2026-07-20,2026-08-21,32,3,3,0,3,570.0,650.0,40.0,50.0,1.0,0.0,0.58
NOW,2026-07-20,2026-07-31,11,20,10,10,19,65.0,150.0,4.5,15.0,0.75,1.0,0.9375
NOW,2026-07-20,2026-08-07,18,5,2,3,5,65.0,110.0,7.0,30.0,0.583333,0.8,0.855833
NOW,2026-07-20,2026-08-14,25,2,2,0,2,120.0,145.0,25.0,25.0,1.0,0.0,0.47
NOW,2026-07-20,2026-08-21,32,19,12,7,16,75.0,200.0,5.0,50.0,0.25,0.736842,0.759868
NOW,2026-07-20,2026-09-18,60,16,11,5,15,80.0,160.0,5.0,10.0,1.0,0.625,0.925
NRG,2026-07-20,2026-07-31,11,1,1,0,1,150.0,150.0,,,1.0,0.0,0.36
NRG,2026-07-20,2026-08-21,32,1,1,0,1,140.0,140.0,,,1.0,0.0,0.36
NSC,2026-07-20,2026-08-21,32,1,1,0,1,330.0,330.0,,,1.0,0.0,0.36
NTAP,2026-07-20,2026-08-21,32,1,1,0,1,200.0,200.0,,,1.0,0.0,0.36
NTAP,2026-07-20,2026-09-18,60,2,1,1,2,145.0,280.0,135.0,135.0,1.0,1.0,0.67
NTRS,2026-07-20,2026-08-21,32,1,1,0,1,190.0,190.0,,,1.0,0.0,0.36
NUE,2026-07-20,2026-08-21,32,1,1,0,1,240.0,240.0,,,1.0,0.0,0.36
NUE,2026-07-20,2026-09-18,60,2,0,2,2,65.0,230.0,165.0,165.0,1.0,0.0,0.47
