symbol,quote_date,governance_status,quote_observation_status,spread_observation_status,overall_quality_score,contract_count,quoted_contracts,traded_contracts,liquid_contracts,valid_spread_contracts,crossed_market_contracts,locked_market_contracts,negative_market_value_contracts,iv_available_contracts,delta_available_contracts,full_greeks_contracts,quote_completeness_score,trade_completeness_score,liquidity_score,spread_integrity_score,iv_completeness_score,greeks_completeness_score,average_spread_pct,median_spread_pct,maximum_spread_pct,governance_reasons,informational_notes
IT,2026-07-20,FAILED,NOT_OBSERVED,NOT_OBSERVED,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
ITB,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,2,0,2,2,0,0,0,0,2,2,2,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 2 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
ITOT,2026-07-20,FAILED,NOT_OBSERVED,NOT_OBSERVED,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
ITW,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,1,0,1,1,0,0,0,0,1,1,1,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 1 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
IVV,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,2,0,2,2,0,0,0,0,2,2,2,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 2 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
IVZ,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,1,0,1,1,0,0,0,0,1,1,1,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 1 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
IWD,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,2,0,2,2,0,0,0,0,2,2,2,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 2 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
IWF,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,1,0,1,1,0,0,0,0,1,1,1,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 1 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
IWM,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,243,0,243,243,0,0,0,0,243,243,243,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
IYR,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,6,0,6,6,0,0,0,0,6,6,6,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 6 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
J,2026-07-20,FAILED,NOT_OBSERVED,NOT_OBSERVED,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
JBHT,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,2,0,2,2,0,0,0,0,2,2,2,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 2 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
JBL,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,0.75,2,0,2,2,0,0,0,0,1,1,1,0.0,1.0,1.0,0.0,0.5,0.5,,,,IV completeness 0.500 < 0.700 | Greeks completeness 0.500 < 0.650 | sparse chain: contracts 2 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
JCI,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,5,0,5,5,0,0,0,0,5,5,5,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 5 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
JEPI,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,6,0,6,6,0,0,0,0,6,6,6,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 6 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
JEPQ,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,7,0,7,7,0,0,0,0,7,7,7,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 7 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
JETS,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,10,0,10,10,0,0,0,0,10,10,10,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
JKHY,2026-07-20,FAILED,NOT_OBSERVED,NOT_OBSERVED,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
JNJ,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,24,0,24,24,0,0,0,0,24,24,24,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
JPM,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,47,0,47,47,0,0,0,0,47,47,47,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
KBE,2026-07-20,FAILED,NOT_OBSERVED,NOT_OBSERVED,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
KDP,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,4,0,4,4,0,0,0,0,4,4,4,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 4 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
KEY,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,0.863636,11,0,11,11,0,0,0,0,8,8,8,0.0,1.0,1.0,0.0,0.727273,0.727273,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
KEYS,2026-07-20,FAILED,NOT_OBSERVED,NOT_OBSERVED,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
KHC,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,8,0,8,8,0,0,0,0,8,8,8,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 8 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
KIM,2026-07-20,FAILED,NOT_OBSERVED,NOT_OBSERVED,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
KKR,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,8,0,8,8,0,0,0,0,8,8,8,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 8 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
KLAC,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,36,0,36,36,0,0,0,0,36,36,36,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
KMB,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,6,0,6,6,0,0,0,0,6,6,6,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 6 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
KMI,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,18,0,18,18,0,0,0,0,18,18,18,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
KO,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,30,0,30,30,0,0,0,0,30,30,30,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
KR,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,9,0,9,9,0,0,0,0,9,9,9,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 9 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
KRE,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,32,0,32,32,0,0,0,0,32,32,32,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
KVUE,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,8,0,8,8,0,0,0,0,8,8,8,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 8 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
KWEB,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,0.967391,46,0,46,46,0,0,0,0,43,43,43,0.0,1.0,1.0,0.0,0.934783,0.934783,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
L,2026-07-20,FAILED,NOT_OBSERVED,NOT_OBSERVED,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
LDOS,2026-07-20,FAILED,NOT_OBSERVED,NOT_OBSERVED,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
LEN,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,0.8,5,0,5,5,0,0,0,0,3,3,3,0.0,1.0,1.0,0.0,0.6,0.6,,,,IV completeness 0.600 < 0.700 | Greeks completeness 0.600 < 0.650 | sparse chain: contracts 5 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
LH,2026-07-20,FAILED,NOT_OBSERVED,NOT_OBSERVED,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
LHX,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,1,0,1,1,0,0,0,0,1,1,1,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 1 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
LII,2026-07-20,FAILED,NOT_OBSERVED,NOT_OBSERVED,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
LIN,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,1,0,1,1,0,0,0,0,1,1,1,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 1 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
LITE,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,9,0,9,9,0,0,0,0,9,9,9,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 9 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
LLY,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,29,0,29,29,0,0,0,0,29,29,29,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
LMT,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,0.96,25,0,25,25,0,0,0,0,23,23,23,0.0,1.0,1.0,0.0,0.92,0.92,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
LNT,2026-07-20,FAILED,NOT_OBSERVED,NOT_OBSERVED,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
LOW,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,10,0,10,10,0,0,0,0,10,10,10,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
LQD,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,0.983333,30,0,30,30,0,0,0,0,29,29,29,0.0,1.0,1.0,0.0,0.966667,0.966667,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
LRCX,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,58,0,58,58,0,0,0,0,58,58,58,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
LULU,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,0.973684,19,0,19,19,0,0,0,0,18,18,18,0.0,1.0,1.0,0.0,0.947368,0.947368,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
LUV,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,16,0,16,16,0,0,0,0,16,16,16,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
LVS,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,4,0,4,4,0,0,0,0,4,4,4,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 4 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
LYB,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,5,0,5,5,0,0,0,0,5,5,5,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 5 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
LYV,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,4,0,4,4,0,0,0,0,4,4,4,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 4 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
MA,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,2,0,2,2,0,0,0,0,2,2,2,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 2 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
MAA,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,2,0,2,2,0,0,0,0,2,2,2,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 2 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
MAR,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,1,0,1,1,0,0,0,0,1,1,1,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 1 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
MAS,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,2,0,2,2,0,0,0,0,2,2,2,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 2 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
MCD,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,25,0,25,25,0,0,0,0,25,25,25,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
MCHP,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,17,0,17,17,0,0,0,0,17,17,17,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
MCK,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,1,0,1,1,0,0,0,0,1,1,1,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 1 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
MCO,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,1,0,1,1,0,0,0,0,1,1,1,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 1 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
MDLZ,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,3,0,3,3,0,0,0,0,3,3,3,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 3 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
MDT,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,21,0,21,21,0,0,0,0,21,21,21,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
MELI,2026-07-20,FAILED,NOT_OBSERVED,NOT_OBSERVED,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
MET,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,5,0,5,5,0,0,0,0,5,5,5,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 5 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
META,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,120,0,120,120,0,0,0,0,120,120,120,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
MGM,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,5,0,5,5,0,0,0,0,5,5,5,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 5 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
MKC,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,4,0,4,4,0,0,0,0,4,4,4,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 4 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
MLM,2026-07-20,FAILED,NOT_OBSERVED,NOT_OBSERVED,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
MMM,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,0.958333,12,0,12,12,0,0,0,0,11,11,11,0.0,1.0,1.0,0.0,0.916667,0.916667,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
MNST,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,6,0,6,6,0,0,0,0,6,6,6,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 6 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
MO,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,14,0,14,14,0,0,0,0,14,14,14,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
MOS,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,15,0,15,15,0,0,0,0,15,15,15,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
MPC,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,3,0,3,3,0,0,0,0,3,3,3,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 3 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
MPWR,2026-07-20,FAILED,NOT_OBSERVED,NOT_OBSERVED,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
MRK,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,14,0,14,14,0,0,0,0,14,14,14,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
MRNA,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,17,0,17,17,0,0,0,0,17,17,17,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
MRSH,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,2,0,2,2,0,0,0,0,2,2,2,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 2 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
MRVL,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,123,0,123,123,0,0,0,0,123,123,123,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
MS,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,20,0,20,20,0,0,0,0,20,20,20,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
MSCI,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,2,0,2,2,0,0,0,0,2,2,2,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 2 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
MSFT,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,180,0,180,180,0,0,0,0,180,180,180,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
MSI,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,3,0,3,3,0,0,0,0,3,3,3,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 3 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
MSTR,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,151,0,151,151,0,0,0,0,151,151,151,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
MTB,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,1,0,1,1,0,0,0,0,1,1,1,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 1 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
MTD,2026-07-20,FAILED,NOT_OBSERVED,NOT_OBSERVED,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
MTUM,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,8,0,8,8,0,0,0,0,8,8,8,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 8 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
MU,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,0.998485,330,0,330,330,0,0,0,0,329,329,329,0.0,1.0,1.0,0.0,0.99697,0.99697,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
NBIS,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,108,0,108,108,0,0,0,0,108,108,108,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
NCLH,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,17,0,17,17,0,0,0,0,17,17,17,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
NDAQ,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,3,0,3,3,0,0,0,0,3,3,3,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 3 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
NDSN,2026-07-20,FAILED,NOT_OBSERVED,NOT_OBSERVED,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
NEE,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,0.941176,17,0,17,17,0,0,0,0,15,15,15,0.0,1.0,1.0,0.0,0.882353,0.882353,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
NEM,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,18,0,18,18,0,0,0,0,18,18,18,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
NFLX,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,0.9819,221,0,221,221,0,0,0,0,213,213,213,0.0,1.0,1.0,0.0,0.963801,0.963801,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
